,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,respuestas,ayuda damnificados,, Desplazados en todo el país por las crecidas descienden a 8.752 - ECOS UY,"Nacional de Emergencia (Sinae) en su página web. En Treinta y Tres, Río Negro y Flores los desplazados ya volvieron a sus hogares.",Admin,26/4/2020,23,"14,30%",,DOCUMENT
,eventos meteorológicos,ola de calor,," Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY","Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY un importante descenso de la temperatura.",Admin,26/4/2020,22,"8,00%",,DOCUMENT
,eventos meteorológicos,lluvia,," Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY","Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY un importante descenso de la temperatura.",Admin,26/4/2020,22,"8,00%",,DOCUMENT
,efectos,inundación,, Encuentran cuerpo del hombre buscado tras crecida del Santa Lucía - ECOS UY,El hombre tenía 43 años y había sido uno de los evacuados por las crecientes en,Admin,26/4/2020,16,"6,50%",,DOCUMENT
,efectos,evacuados,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,Evacuados en Durazno y Salto y la situación se agrava por más lluvias -..,Admin,26/4/2020,13,"4,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,Evacuados en Durazno y Salto y la situación se agrava por más lluvias -...,Admin,26/4/2020,13,"4,70%",,DOCUMENT
,efectos,inundación,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,Evacuados en Durazno y Salto y la situación se agrava por más lluvias -...,Admin,26/4/2020,13,"4,70%",,DOCUMENT
,Actores,Intendencia,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,"Personal del Ejército, la Policía y de la intendencia Departamental de Durazno trabajaron en el retiro de las personas y de sus pertenencias.",Admin,26/4/2020,23,"8,30%",,DOCUMENT
,Actores,Ejército,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,"Personal del Ejército, la Policía y de la intendencia Departamental de Durazno trabajaron en el retiro de las personas y de sus pertenencias.",Admin,26/4/2020,23,"8,30%",,DOCUMENT
,respuestas,ayuda damnificados,, Evacuados en Durazno y Salto y la situación se agrava por más lluvias - ECOS UY,"Personal del Ejército, la Policía y de la intendencia Departamental de Durazno trabajaron en el retiro de las personas y de sus pertenencias.",Admin,26/4/2020,23,"8,30%",,DOCUMENT
,eventos meteorológicos,ola de calor,," Hidratación y alimentación, fundamentales para sobrevivir ola de calor - ECOS UY",? para sobrevivir ola de calor,Admin,26/4/2020,5,"1,80%",,DOCUMENT
,respuestas,ayuda damnificados,," Hidratación y alimentación, fundamentales para sobrevivir ola de calor - ECOS UY",? para sobrevivir ola de calor,Admin,26/4/2020,5,"1,80%",,DOCUMENT
