,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,viento,," El Año Nuevo llega con lluvias, tormentas y altas temperaturas","El Instituto de Meteor ología anunció que en la mañana del martes 1 de ener o, en el ár ea metr opolitana, habr á pr ecipitaciones y pr obables tormentas, con r achas de viento de hasta 40 kilómetr os por hor a. De noche tendr emos pr ecipitaciones aisladas, con una máxima de 32 gr ados y una mínima de 19 gr ados.",Admin,16/6/2020,64,"5,00%",,DOCUMENT
,eventos meteorológicos,tormenta,, El Instituto Nacional de Meteorología emitió una advertencia naranja para 12 departamentos,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por vientos fuertes y tormentas, gr anizo y actividad eléctrica. T ambién rige una advertencia amarilla.",Admin,16/6/2020,27,"2,80%",,DOCUMENT
,Actores,SINAE,, El Sinae emitió recomendaciones ante alertas meteorológicas,? https://www .montevideo.com.uy/Noticias/El-Sinae-emitio-recomendaciones-ante-alertas-meteorologicas-uc704791 1 / 1 1,Admin,16/6/2020,17,"1,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, El Sinae emitió recomendaciones ante alertas meteorológicas,El SINAE r ealizó una serie de r ecomendaciones ante la advertencia por tormentas y lluvias que afecta a todo el país y canalizar los r eclamos en caso de emer gencia por el 911.,Admin,16/6/2020,35,"3,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, El Sinae emitió recomendaciones ante alertas meteorológicas,El SINAE r ealizó una serie de r ecomendaciones ante la advertencia por tormentas y lluvias que afecta a todo el país y canalizar los r eclamos en caso de emer gencia por el 911.,Admin,16/6/2020,35,"3,40%",,DOCUMENT
,eventos meteorológicos,viento,, El Sinae emitió recomendaciones ante alertas meteorológicas,"T ambién cuidar a los animales domésticos, dejarlos en lugar es pr otegidos, r eir ar del entorno (jar dines, balcones, etc.) objetos que puedan ser impulsados por el viento y tr ansformarse en pr o yectiles, cerr ar y asegur ar puertas y ventanas e xterior es. Evitar permanecer cer ca de ellas y si es necesario, r efugiarse en la habitación más pr otegida de la vivienda.",Admin,16/6/2020,69,"6,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, El suroeste y el centro del país se mantienen bajo alerta naranja por lluvias,? https://www .montevideo.com.uy/Noticias/El-suroeste-y-el-centro-del-pais-se-mantienen-bajo-alerta-naranja-por-lluvias-uc704740 1 / 1 1,Admin,16/6/2020,24,"3,00%",,DOCUMENT
,eventos meteorológicos,tormenta,, El suroeste y el centro del país se mantienen bajo alerta naranja por lluvias,"Dos alertas de nivel nar anja por lluvias y tormentas rigen al mismo tiempo en el centr o y el sur oeste del país, según el último r eporte del Instituto Uruguayo de Meteor ología (Inumet). Monte video y varias otr as zonas del país se mantienen en nivel amarillo.",Admin,16/6/2020,50,"6,20%",,DOCUMENT
,efectos,voladura de techos,, El temporal del fin de semana también afectó cultivos y fauna autóctona,"A causa del fuerte temporal de las últimas horas, la Escuela Rural 1 18 sufrió la voladura de techos. La misma se encuentra a 12 kilómetros de",Admin,16/6/2020,27,"2,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, Esta semana estará nuboso y con lluvias a partir del miércoles_,? https://www .montevideo.com.uy/Noticias/Esta-semana-estara-nuboso-y-con-lluvias-a-partir-del-miercoles--uc689080 1 / 1 1,Admin,16/6/2020,21,"2,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, Esta semana estará nuboso y con lluvias a partir del miércoles_,? https://www .montevideo.com.uy/Noticias/Esta-semana-estara-nuboso-y-con-lluvias-a-partir-del-miercoles--uc689080 1 / 1 1,Admin,16/6/2020,21,"2,50%",,DOCUMENT
,eventos meteorológicos,viento,, Esta semana estará nuboso y con lluvias a partir del miércoles_,"VIENTO, DILE A LA LLUVIA",Admin,16/6/2020,5,"0,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Esta semana estará nuboso y con lluvias a partir del miércoles_,"A partir del miér coles habr á pr ecipitaciones y tormentas aisladas en todo el país, que permanecer án hasta el sábado.",Admin,16/6/2020,22,"2,60%",,DOCUMENT
