,CATEGORIA,CODIGO,TEXTO
76,eventos meteorológicos,lluvia,?LLUVIAS PARA LOS PRÓXIMOS DÍAS
77,eventos meteorológicos,lluvia,?LLUVIAS Y CALOR ESTA SEMANA
78,eventos meteorológicos,lluvia,?LLUVIAS Y CALOR ESTA SEMANA
79,eventos meteorológicos,lluvia,?LLUVIAS Y TORMENTAS PARA HOY
80,eventos meteorológicos,lluvia,"?LLUVIAS, TORMENTAS Y GRANIZADAS"
81,eventos meteorológicos,lluvia,?MÁS LLUVIAS PARA LOS PRÓXIMOS DÍAS
82,eventos meteorológicos,lluvia,?PRONÓSTICO CON LLUVIAS Y FRÍO
83,eventos meteorológicos,lluvia,?SE ANUNCIAN LLUVIAS PARA ESTA SEMANA
84,eventos meteorológicos,lluvia,?SE ANUNCIAN NUEVAS LLUVIAS
85,eventos meteorológicos,lluvia,?SEMANA DE LLUVIAS
86,eventos meteorológicos,lluvia,Solidario gesto de la ciudadanía con damnificados por las inundaciones ...
87,eventos meteorológicos,lluvia,?ADVERTENCIA POR LLUVIAS ABUNDANTES
88,eventos meteorológicos,lluvia,?CONTINÚAN LAS LLUVIAS Y EL FRÍO
89,eventos meteorológicos,lluvia,?DEL CALOR A LAS LLUVIAS
90,eventos meteorológicos,lluvia,"DEL CALOR A LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase"
91,eventos meteorológicos,lluvia,MÁS LLUVIAS Y DESCENSO DE TEMPERATURA
92,eventos meteorológicos,lluvia,?PRONOSTICAN LLUVIAS Y FRÍO
93,eventos meteorológicos,lluvia,?SE ANUNCIAN LLUVIAS Y TORMENTAS
94,eventos meteorológicos,lluvia,?SE ANUNCIAN LLUVIAS Y TORMENTAS
95,eventos meteorológicos,lluvia,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase"
96,eventos meteorológicos,lluvia,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase"
97,eventos meteorológicos,lluvia,?SE ANUNCIAN TORMENTAS Y PRECIPITACIONES
98,eventos meteorológicos,lluvia,?SEGUIRÁN LAS LLUVIAS
99,eventos meteorológicos,lluvia,"SEGUIRÁN LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase"
100,eventos meteorológicos,lluvia,?TORMENTAS Y PRECIPITACIONES PARA HOY
101,eventos meteorológicos,lluvia,"TORMENTAS Y PRECIPITACIONES PARA HOY 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase"
102,eventos meteorológicos,lluvia,?Advertencia de lluvias y frío para el 27 y 28 de agosto
103,eventos meteorológicos,lluvia,?Calor y probables lluvias
104,eventos meteorológicos,lluvia,?DESTROZOS POR TEMPORAL Y ALERTA
105,eventos meteorológicos,lluvia,?Pronóstico con frío y lluvias
106,eventos meteorológicos,lluvia,?Comité Nacional de Emergencia teme por inundaciones
107,eventos meteorológicos,lluvia,?Están cortadas las rutas 61 y 6
108,eventos meteorológicos,lluvia,Lluvias
109,eventos meteorológicos,lluvia,?Evacuados en Lavalleja
110,eventos meteorológicos,lluvia,? 500 evacuados en todo el país
111,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país
112,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5 ¿Qué dijo el ministro de Salud Pública ante las aglomeraciones en 18 de Julio?
113,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5 preocupación por el asalto y asesinato de tres marinos en el
114,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5 preocupación por el asalto y asesinato de tres marinos en e
115,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
116,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
117,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
118,eventos meteorológicos,lluvia,?Evacuados por inundaciones
119,eventos meteorológicos,lluvia,?Evacuados por inundacione
120,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país
121,eventos meteorológicos,lluvia,?Evacuados por tormenta
122,eventos meteorológicos,lluvia,?Hay 1000 evacuados más en 9 horas
123,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
124,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
125,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
126,eventos meteorológicos,lluvia,LLUVIAS Y VIENTOS
127,eventos meteorológicos,lluvia,?Nuevos evacuados en Paysand
128,eventos meteorológicos,lluvia,?Paysandú: 30 familias aisladas por inundación
129,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
130,eventos meteorológicos,lluvia,?Paysandú: 3500 evacuados por inundaciones
131,eventos meteorológicos,lluvia,?Paysandú: 3500 evacuados por inundaciones
132,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
133,eventos meteorológicos,lluvia,?Podrían llegar a 5000 evacuados en Artigas
134,eventos meteorológicos,lluvia,Paysandú: 30 familias aisladas por inundación
135,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5
136,eventos meteorológicos,lluvia,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4
137,eventos meteorológicos,lluvia,?Sin lluvias el sábado y probable precipitaciones el domingo
138,eventos meteorológicos,lluvia,?Durazno y Soriano comprometidos por inundaciones
139,eventos meteorológicos,lluvia,?Evacuados por rápida crecida del Santa Lucí
140,eventos meteorológicos,lluvia,?Fin de semana con precipitaciones y tormentas
141,eventos meteorológicos,lluvia,?Hay 5617 evacuados en todo el país
142,eventos meteorológicos,lluvia,?Hay 7351 evacuados
143,eventos meteorológicos,lluvia,?Hay casi 4000 evacuados en todo el paí
144,eventos meteorológicos,lluvia,?Intendencias alerta por lluvias
145,eventos meteorológicos,lluvia,?Lluvias complican panorama en el litoral
146,eventos meteorológicos,lluvia,?Lluvias intensan en el país
147,eventos meteorológicos,lluvia,?Meteorología: fin de semana con lluvias y tormentas
148,eventos meteorológicos,lluvia,?Meteorología: fin de semana con lluvias y tormentas
149,eventos meteorológicos,lluvia,?Soriano en alerta por inundaciones
150,eventos meteorológicos,lluvia,?Tendremos lluvias hasta el martes
151,eventos meteorológicos,lluvia,?Fin de semana con lluvias
152,eventos meteorológicos,lluvia,?Lluvias abundantes en Montevideo
153,eventos meteorológicos,lluvia,?Lluvias y tormentas aisladas para miércoles y jueves
154,eventos meteorológicos,lluvia,?Meteorología pronostica lluvias y tormentas para el martes
155,eventos meteorológicos,lluvia,?Meteorología: fin de semana con lluvias
156,eventos meteorológicos,lluvia,?Meteorología: frío y lluvias para el fin de semana
157,eventos meteorológicos,lluvia,?Meteorología: pronostica lluvias entre lunes y miércoles
158,eventos meteorológicos,lluvia,?Un muerto y un desaparecido por lluvias
159,eventos meteorológicos,lluvia,Pou participó del acto por el 209 aniversario del Ejército 4 nohaydosintres
160,eventos meteorológicos,lluvia,?Meteorología: lluvias en norte y este
161,eventos meteorológicos,lluvia,?Meteorología: lluvias entre jueves y sábado
162,eventos meteorológicos,lluvia,?Meteorología: lluvias hasta el sábado
163,eventos meteorológicos,lluvia,?Meteorología: lluvias hasta el sábado
164,eventos meteorológicos,lluvia,?Meteorología: lluvias jueves y viernes
165,eventos meteorológicos,lluvia,?Meteorología: lluvias miércoles y jueves
166,eventos meteorológicos,lluvia,?Meteorología: lluvias para el sábado
167,eventos meteorológicos,lluvia,?Meteorología: lluvias para martes y miércoles
168,eventos meteorológicos,lluvia,?Podrían evacuar familias por lluvias
169,eventos meteorológicos,lluvia,Pou participó del acto por el 209 aniversario del Ejército
170,eventos meteorológicos,lluvia,?Tormentas y lluvias abundantes
171,eventos meteorológicos,lluvia,Pou participó del acto por el 209 aniversario del Ejército
172,eventos meteorológicos,lluvia,?Alerta Amarilla por tormentas y abundantes lluvias
173,eventos meteorológicos,lluvia,?Evacuados y rutas cortada
174,eventos meteorológicos,lluvia,?Meteorología: lluvias el fin de semana
175,eventos meteorológicos,lluvia,?Nueva alerta Amarilla por frío y lluvias
176,eventos meteorológicos,lluvia,Evacuado
