,Category,Code,Case,Text,Coder,Date,Words,% Words,Comment,Variable
1227,efectos,árboles caídos," Fenómeno previsto por Meteorología fue menor al esperado, señalaron desde el SINAE","""No ha gener ado afectaciones de consider ación. Solo árboles caídos y alguna situación de cr ecida de ríos y arr o yos. No hemos tenido ninguna situación que suponga desplazamiento ni afectación sobr e personas o viviendas. UTE está tr abajando con normalidad"", dijo a la emisor a.",Admin,16/6/2020,49,"2,60%",,DOCUMENT
1228,eventos meteorológicos,lluvia, Habrá lluvias y rachas de viento fuerte en todo el país,? https://www .montevideo.com.uy/Noticias/Habra-lluvias-y-rachas-de-viento-fuerte-en-todo-el-pais-uc691307 1 / 13,Admin,16/6/2020,20,"0,90%",,DOCUMENT
1229,eventos meteorológicos,viento, Habrá lluvias y rachas de viento fuerte en todo el país,? https://www .montevideo.com.uy/Noticias/Habra-lluvias-y-rachas-de-viento-fuerte-en-todo-el-pais-uc691307 1 / 13,Admin,16/6/2020,20,"0,90%",,DOCUMENT
1230,efectos,inundación, Inauguran tanques subterráneos para paliar inundaciones en Montevideo,? https://www .montevideo.com.uy/Noticias/Inauguran-tanques-subterraneos-para-paliar-inundaciones-en-Montevideo-uc696051 1 / 1 1,Admin,16/6/2020,18,"2,10%",,DOCUMENT
1231,Actores,Intendencia, Inauguran tanques subterráneos para paliar inundaciones en Montevideo,La Intendencia de Monte video (IM) finalizó las obr as de dos tanques subterr áneos que tienen como función paliar las inundaciones. La inversión total de las obr as fue de cinco millones de dólar es y éstas se ubican en la plaza e x T erminal,Admin,16/6/2020,47,"5,40%",,DOCUMENT
1232,eventos meteorológicos,tormenta, Inauguran tanques subterráneos para paliar inundaciones en Montevideo,Los tanques fuer on diseñados par a r ecibir el e x ceso de caudal de lluvia que no pueda ser conducido en el pico de una tormenta por el sistema de dr enaje de las difer entes ár eas.,Admin,16/6/2020,40,"4,60%",,DOCUMENT
1233,eventos meteorológicos,viento, Inumet advierte por vientos fuertes desde este miércoles y hasta el viernes,ESTE FUERTE VIENTO QUE SOPLARÁ,Admin,16/6/2020,5,"0,60%",,DOCUMENT
1234,eventos meteorológicos,tormenta, Inumet advirtió sobre “tormentas fuertes” durante el fin de semana,? https://www .montevideo.com.uy/Noticias/Inumet-advirtio-sobre-tormentas-fuertes-durante-el-fin-de-semana-uc696813 1 / 1 1 ¿ P R I M A V E R A ?   C E R O,Admin,16/6/2020,33,"3,70%",,DOCUMENT
1235,eventos meteorológicos,lluvia, Inumet advirtió sobre “tormentas fuertes” durante el fin de semana,"Según el Inumet, el fenómeno del fin de semana incluir á ""intensa actividad eléctrica"", además de gr anizo, r achas de viento fuertes y lluvias intensas en cortos períodos de tiempo.",Admin,16/6/2020,31,"3,50%",,DOCUMENT
1236,eventos meteorológicos,viento, Inumet advirtió sobre “tormentas fuertes” durante el fin de semana,"Según el Inumet, el fenómeno del fin de semana incluir á ""intensa actividad eléctrica"", además de gr anizo, r achas de viento fuertes y lluvias intensas en cortos períodos de tiempo.",Admin,16/6/2020,31,"3,50%",,DOCUMENT
1237,eventos meteorológicos,tormenta, Inumet cesó advertencia naranja y mantiene amarilla en el norte,El Instituto Nacional de Meteor ología emitió una advertencia amarilla par a el norte del país por tormentas.,Admin,16/6/2020,18,"2,10%",,DOCUMENT
1238,eventos meteorológicos,tormenta, Inumet emitió advertencias naranja y amarilla por tormentas fuertes,? https://www .montevideo.com.uy/Noticias/Inumet-emitio-advertencias-naranja-y-amarilla-por-tormentas-fuertes-uc697801 1 / 12,Admin,16/6/2020,18,"1,50%",,DOCUMENT
1239,eventos meteorológicos,lluvia, Inumet emitió advertencias naranja y amarilla por tormentas fuertes,"El or ganismo indica que ""en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"".",Admin,16/6/2020,36,"3,00%",,DOCUMENT
1240,eventos meteorológicos,viento, Inumet emitió advertencias naranja y amarilla por tormentas fuertes,"El or ganismo indica que ""en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"".",Admin,16/6/2020,36,"3,00%",,DOCUMENT
1241,eventos meteorológicos,tormenta, Inumet emitió advertencias naranja y amarilla por tormentas fuertes,Día de tormenta en Montevideo . Foto: Manuel Lino/ Montevideo Portal,Admin,16/6/2020,10,"0,80%",,DOCUMENT
1242,eventos meteorológicos,tormenta, Inumet emitió una alerta amarilla para el noroeste del país,"Los departamentos de Artigas, Paysandú, Río Negr o y Salto son los afectados por la advertencia del servicio meteor ológico por posibles tormentas y pr ecipitaciones.",Admin,16/6/2020,26,"3,10%",,DOCUMENT
1243,eventos meteorológicos,tormenta, Inumet emitió una alerta naranja para el sur del país,Inumet emitió una advertencia de color nar anja por pr ecipitaciones y tormentas par a la totalidad de los departamento de,Admin,16/6/2020,21,"1,90%",,DOCUMENT
1244,eventos meteorológicos,tormenta, Inumet emitió una alerta roja por tormenta para el suroeste del país,? https://www .montevideo.com.uy/Noticias/Inumet-emitio-una-alerta-roja-por-tormenta-para-el-suroeste-del-pais-uc696152 1 / 13,Admin,16/6/2020,21,"1,40%",,DOCUMENT
1245,eventos meteorológicos,tormenta, Inumet emitió una alerta roja por tormenta para el suroeste del país,"José y Soriano. Allí se esper an ""tormentas se ver as"".",Admin,16/6/2020,11,"0,70%",,DOCUMENT
1246,eventos meteorológicos,lluvia, Inumet emitió una alerta roja por tormenta para el suroeste del país,"""En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"", señala la advertencia, que rige hasta las 22:00 hor as.",Admin,16/6/2020,41,"2,60%",,DOCUMENT
1247,eventos meteorológicos,viento, Inumet emitió una alerta roja por tormenta para el suroeste del país,"""En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"", señala la advertencia, que rige hasta las 22:00 hor as.",Admin,16/6/2020,41,"2,60%",,DOCUMENT
1248,eventos meteorológicos,tormenta, Inumet expandió la alerta naranja a otras localidades,Inumet actualizó las alertas por tormentas y pr ecipitaciones y e xpandió el ár ea que está bajo advertencia de color nar anja.,Admin,16/6/2020,23,"1,70%",,DOCUMENT
1249,eventos meteorológicos,tormenta, Inumet extendió a todo el litoral la alerta naranja por tormentas,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-a-todo-el-litoral-la-alerta-naranja-por-tormentas-uc695704 1 / 13,Admin,16/6/2020,20,"1,70%",,DOCUMENT
1250,eventos meteorológicos,lluvia, Inumet extendió a todo el litoral la alerta naranja por tormentas,"En las zonas incluidas en las advertencias, ""se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"".",Admin,16/6/2020,34,"2,90%",,DOCUMENT
1251,eventos meteorológicos,viento, Inumet extendió a todo el litoral la alerta naranja por tormentas,"En las zonas incluidas en las advertencias, ""se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"".",Admin,16/6/2020,34,"2,90%",,DOCUMENT
1252,eventos meteorológicos,tormenta, Inumet extendió la advertencia naranja a casi todo el país,"El Instituto Nacional de Meteor ología e xtendió este mediodía la advertencia nar anja que ahor a afecta a todo el país, por tormentas fuertes, gr anizo y actividad eléctrica.",Admin,16/6/2020,30,"2,60%",,DOCUMENT
1253,eventos meteorológicos,viento, Inumet extendió la advertencia naranja a casi todo el país,"En zonas de tormentas se podr án r egistr ar caída de gr anizo, intensa actividad eléctrica y r achas de viento muy fuertes.",Admin,16/6/2020,24,"2,10%",,DOCUMENT
1254,eventos meteorológicos,tormenta, Inumet extendió la alerta amarilla por tormentas fuertes y lluvias intensas hasta este domingo,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-la-alerta-amarilla-por-tormentas-fuertes-y-lluvias-intensas-hasta-este-domingo-uc7013 … 1 / 1 1 ¿ T O D O   E S T Á   S E C O   E N   B U E N O S   A I R E S ?,Admin,16/6/2020,49,"3,70%",,DOCUMENT
1255,eventos meteorológicos,lluvia, Inumet extendió la alerta amarilla por tormentas fuertes y lluvias intensas hasta este domingo,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-la-alerta-amarilla-por-tormentas-fuertes-y-lluvias-intensas-hasta-este-domingo-uc7013 … 1 / 1 1 ¿ T O D O   E S T Á   S E C O   E N   B U E N O S   A I R E S ?,Admin,16/6/2020,49,"3,70%",,DOCUMENT
1256,eventos meteorológicos,viento, Inumet extendió la alerta amarilla por tormentas fuertes y lluvias intensas hasta este domingo,"En las zonas afectadas se pueden r egistr ar lluvias intensas en cortos periodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,30,"2,30%",,DOCUMENT
1257,eventos meteorológicos,tormenta, Inumet extendió la alerta amarilla y es para casi todo el sur del Río Negro,Hay 16 departamentos que están bajo advertencia amarilla por persistencia de lluvias y tormentas.,Admin,16/6/2020,14,"1,60%",,DOCUMENT
1258,eventos meteorológicos,lluvia, Inumet extendió la alerta amarilla y es para casi todo el sur del Río Negro,Hay 16 departamentos que están bajo advertencia amarilla por persistencia de lluvias y tormentas.,Admin,16/6/2020,14,"1,60%",,DOCUMENT
1259,eventos meteorológicos,lluvia," Inumet no espera lluvias hasta la noche del sábado, aunque empeora los días siguientes",? https://www .montevideo.com.uy/Noticias/Inumet-no-espera-lluvias-hasta-la-noche-del-sabado-aunque-empeora-los-dias-siguientes-uc695933 1 / 12,Admin,16/6/2020,23,"1,80%",,DOCUMENT
1260,eventos meteorológicos,tormenta," Inumet no espera lluvias hasta la noche del sábado, aunque empeora los días siguientes",En rea l i dad a l guien  puede t o mar en  s e r i o  l o s  pronó s t i c o s  de I n n u met ? Yo sigo a la antigu a  c o mo nos en s eñ a r o n  n u estros abu elos qu e nunca le erraba n  dedito al vi ento o si duel en los hues o s  s egu r o  h a y  l l u via y tormenta.,Admin,16/6/2020,87,"6,90%",,DOCUMENT
1261,eventos meteorológicos,tormenta, Inumet no volvió a emitir alerta naranja_ rige una advertencia amarilla para el norte,"Los departamentos de Artigas, River a, Salto y T acuar embó están bajo advertencia por persistencia de tormentas y lluvias.",Admin,16/6/2020,20,"2,50%",,DOCUMENT
1262,eventos meteorológicos,lluvia, Inumet no volvió a emitir alerta naranja_ rige una advertencia amarilla para el norte,"Los departamentos de Artigas, River a, Salto y T acuar embó están bajo advertencia por persistencia de tormentas y lluvias.",Admin,16/6/2020,20,"2,50%",,DOCUMENT
1263,eventos meteorológicos,tormenta, Inumet pronostica vientos fuertes desde este viernes y para el fin de semana,"Entr e este jue ves y el viernes se esper an lluvias y tormentas en todo el país, que se ir án desplazando desde el litor al sur oeste hacia el nor este del país. Par a el sábado, aun se esper an lluvias per o escasas, principalmente al sur del río Negr o.",Admin,16/6/2020,54,"4,70%",,DOCUMENT
1264,eventos meteorológicos,lluvia, Inumet pronostica vientos fuertes desde este viernes y para el fin de semana,"Entr e este jue ves y el viernes se esper an lluvias y tormentas en todo el país, que se ir án desplazando desde el litor al sur oeste hacia el nor este del país. Par a el sábado, aun se esper an lluvias per o escasas, principalmente al sur del río Negr o.",Admin,16/6/2020,54,"4,70%",,DOCUMENT
1265,eventos meteorológicos,tormenta, Inumet pronostica vientos fuertes desde este viernes y para el fin de semana,"Pronostica pa r a  mañ a n a  y  el fi n  de s ema n a .  A y er había da do aler t a  a marilla pa r a  el norte u r u guayo mi entras la CNN pr o n o s t i c ó pa r a  el sur de Brasil, Urugu a y  y  h a s t a  el pa r a guay fu ertes  l l u vias, tormenta y vi entos mu y  fuer t es, algo  que s egún es c u c h o  en las noticias, al men o s   en   n u es t r o   pa í s   a c er t ó   mi en t r a s   n u e va men t e  el   I n u met   qu edó   . . .",Admin,16/6/2020,138,"12,00%",,DOCUMENT
1266,eventos meteorológicos,tormenta, Inumet pronosticó “lluvias y tormentas fuertes” para el fin de semana,? https://www .montevideo.com.uy/Noticias/Inumet-pronostico-lluvias-y-tormentas-fuertes-para-el-fin-de-semana-uc696688 1 / 7,Admin,16/6/2020,20,"1,70%",,DOCUMENT
1267,eventos meteorológicos,lluvia, Inumet pronosticó “lluvias y tormentas fuertes” para el fin de semana,? https://www .montevideo.com.uy/Noticias/Inumet-pronostico-lluvias-y-tormentas-fuertes-para-el-fin-de-semana-uc696688 1 / 7,Admin,16/6/2020,20,"1,70%",,DOCUMENT
1268,eventos meteorológicos,tormenta, Inumet pronosticó “lluvias y tormentas fuertes” para el fin de semana,Día de tormenta en Montevideo . Foto: Mahuel Lino/ Montevideo Portal (Ar chivo),Admin,16/6/2020,12,"1,00%",,DOCUMENT
1269,eventos meteorológicos,tormenta, Inumet volvió a emitir una alerta naranja para el este y noreste del país,"Se pr e vén lluvias y tormentas fuertes par a los departamentos de Cerr o Lar go, Dur azno, Florida, River a,",Admin,16/6/2020,22,"1,90%",,DOCUMENT
1270,eventos meteorológicos,lluvia, Inumet volvió a emitir una alerta naranja para el este y noreste del país,"Se pr e vén lluvias y tormentas fuertes par a los departamentos de Cerr o Lar go, Dur azno, Florida, River a,",Admin,16/6/2020,22,"1,90%",,DOCUMENT
1271,eventos meteorológicos,tormenta, Inumet_ alertas naranja y amarilla para casi todo el sur del Río Negro,"El servicio meteor ológico alertó a la población por tormentas fuertes y lluvias intensas hasta, por lo menos, las 9:45 hor as de este domingo.",Admin,16/6/2020,26,"1,80%",,DOCUMENT
1272,eventos meteorológicos,lluvia, Inumet_ alertas naranja y amarilla para casi todo el sur del Río Negro,"El servicio meteor ológico alertó a la población por tormentas fuertes y lluvias intensas hasta, por lo menos, las 9:45 hor as de este domingo.",Admin,16/6/2020,26,"1,80%",,DOCUMENT
1273,eventos meteorológicos,tormenta, La alerta amarilla de Inumet se redujo a 12 departamentos,"Algunas localidades, principalmente al sur del Río Negr o, aún continúan con advertencias por lluvias y tormentas.",Admin,16/6/2020,17,"1,70%",,DOCUMENT
1274,eventos meteorológicos,lluvia, La alerta amarilla de Inumet se redujo a 12 departamentos,"Algunas localidades, principalmente al sur del Río Negr o, aún continúan con advertencias por lluvias y tormentas.",Admin,16/6/2020,17,"1,70%",,DOCUMENT
1275,eventos meteorológicos,tormenta, La alerta amarilla se extiende por casi todo el oeste del país,"De esta forma, los departamentos que tienen localidades bajo riesgo de tormentas y pr ecipitaciones, algunas fuertes, son",Admin,16/6/2020,18,"2,00%",,DOCUMENT
1276,eventos meteorológicos,lluvia, La semana culminará con días fríos pero sin lluvias,? https://www .montevideo.com.uy/Noticias/La-semana-culminara-con-dias-frios-pero-sin-lluvias-uc688648 1 / 1 1,Admin,16/6/2020,19,"2,10%",,DOCUMENT
1277,eventos meteorológicos,lluvia, Las lluvias continuarán hasta el lunes por la tarde en gran parte del territorio,? https://www .montevideo.com.uy/Noticias/Las-lluvias-continuaran-hasta-el-lunes-por-la-tarde-en-gran-parte-del-territorio-uc696959 1 / 1 1,Admin,16/6/2020,24,"1,70%",,DOCUMENT
1278,eventos meteorológicos,viento, Las lluvias continuarán hasta el lunes por la tarde en gran parte del territorio,"Desde la noche de este domingo, el viento r otar á al sur e incr ementar á su intensidad, además de favor ecer un descenso de la temper atur a en todo el país.",Admin,16/6/2020,34,"2,40%",,DOCUMENT
1279,eventos meteorológicos,tormenta, Las lluvias continuarán hasta el lunes por la tarde en gran parte del territorio,"El Inumet pr onosticó que las lluvias y las tormentas se  continuar án gener ando sobr e el sur y el litor al oeste -y se ir án desplazando hacia el norte y el este del país-, donde persistir án hasta la tar de del lunes.",Admin,16/6/2020,46,"3,20%",,DOCUMENT
1280,eventos meteorológicos,tormenta, Las lluvias continuarán hasta el lunes por la tarde en gran parte del territorio,"Los mismos fenómenos (tormenta eléctrica y posible caída de gr anizo) se dar án en otr as localidades, per o en menor intensidad. Estos fuer on señalados bajo la Alerta amarilla:",Admin,16/6/2020,31,"2,10%",,DOCUMENT
1281,eventos meteorológicos,lluvia," Lloverá jueves y viernes, pero no se esperan precipitaciones para Navidad","El Instituto Uruguayo de Meteor ología emitió un pr onóstico especial par a los pr ó ximos die z días. Según este tr abajo, entr e jue ves 20 y viernes 21 hay pr obabilidad alta de pr ecipitaciones par a todo el país, con los mayor es acumulados el viernes, con valor es entr e 20 y 30 mm. En tanto, no se esper an lluvias entr e el sábado 22 y el jue ves 27, y e xiste pr obabilidad baja de pr ecipitaciones escasas entr e el viernes 28 y el sábado 29.",Admin,16/6/2020,96,"7,50%",,DOCUMENT
1282,eventos meteorológicos,lluvia, Lluvias escasas para el sur y altas en el norte entre viernes y domingo,? https://www .montevideo.com.uy/Noticias/Lluvias-escasas-para-el-sur-y-altas-en-el-norte-entre-viernes-y-domingo-uc701751 1 / 1 1,Admin,16/6/2020,24,"2,20%",,DOCUMENT
1283,eventos meteorológicos,lluvia, Localidades de 16 departamentos están bajo alerta naranja por lluvias,? https://www .montevideo.com.uy/Noticias/Localidades-de-16-departamentos-estan-bajo-alerta-naranja-por-lluvias-uc704761 1 / 6,Admin,16/6/2020,19,"2,20%",,DOCUMENT
1284,eventos meteorológicos,tormenta, Localidades de 16 departamentos están bajo alerta naranja por lluvias,LA TORMENTA PERFECTA,Admin,16/6/2020,3,"0,40%",,DOCUMENT
1285,eventos meteorológicos,tormenta, Localidades de 16 departamentos están bajo alerta naranja por lluvias,"El Instituto Uruguayo de Meteor ología (Inumet) amplió las zonas del país compr endidas bajo advertencia de nivel nar anja por tormentas y lluvias, incluyendo también a",Admin,16/6/2020,27,"3,20%",,DOCUMENT
1286,eventos meteorológicos,tormenta, Meteorología advierte por la persistencia de lluvias y tormentas fuertes,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-la-persistencia-de-lluvias-y-tormentas-fuertes-uc704778 1 / 12,Admin,16/6/2020,19,"1,40%",,DOCUMENT
1287,eventos meteorológicos,lluvia, Meteorología advierte por la persistencia de lluvias y tormentas fuertes,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-la-persistencia-de-lluvias-y-tormentas-fuertes-uc704778 1 / 12,Admin,16/6/2020,19,"1,40%",,DOCUMENT
1288,eventos meteorológicos,viento, Meteorología advierte por la persistencia de lluvias y tormentas fuertes,"Se esper an lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,24,"1,80%",,DOCUMENT
1289,eventos meteorológicos,lluvia, Meteorología advierte por lluvias de variada intensidad entre sábado y domingo,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-lluvias-de-variada-intensidad-entre-sabado-y-domingo-uc692384 1 / 12 N O S   V A N   A   S A L I R   B R A N Q U I A S,Admin,16/6/2020,41,"4,10%",,DOCUMENT
1290,eventos meteorológicos,tormenta, Meteorología advierte por lluvias de variada intensidad entre sábado y domingo,"El Instituto Uruguayo de Meteor ología advirtió que, a partir de la tar de del sábado y hasta el domingo, se esper a el desplazamiento de un fr ente frío con actividad pr e-fr ontal desde el Sur oeste al Nor este del país, que gener ar á tormentas y lluvias de variada intensidad.",Admin,16/6/2020,55,"5,50%",,DOCUMENT
1291,eventos meteorológicos,lluvia, Meteorología advierte sobre lluvias significativas al sur del río Negro para miércoles y jueves,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-sobre-lluvias-significativas-al-sur-del-rio-Negro-para-miercoles-y-jueves-uc690009 1 / 12,Admin,16/6/2020,23,"1,70%",,DOCUMENT
1292,eventos meteorológicos,viento, Meteorología advierte sobre lluvias significativas al sur del río Negro para miércoles y jueves,"Además, dur ante la madrugada del jue ves, se intensificar án los vientos en la fr anja coster a del sur del país, con car acterísticas de viento arr achado.",Admin,16/6/2020,30,"2,20%",,DOCUMENT
1293,eventos meteorológicos,lluvia, Meteorología anuncia acumulados importantes de precipitaciones hasta el miércoles,"Las lluvias se dar án, principalmente, en el litor al oeste y centr o del país.",Admin,16/6/2020,16,"2,20%",,DOCUMENT
1294,eventos meteorológicos,tormenta, Meteorología emitió advertencia amarilla para el este y norte del país,El Instituto Nacional de Meteor ología emitió una advertencia amarilla por lluvias y tormentas puntualmente fuertes. La advertencia se actualizar á a las 8.30hs.,Admin,16/6/2020,25,"2,90%",,DOCUMENT
1295,eventos meteorológicos,lluvia, Meteorología emitió advertencia amarilla para el este y norte del país,El Instituto Nacional de Meteor ología emitió una advertencia amarilla por lluvias y tormentas puntualmente fuertes. La advertencia se actualizar á a las 8.30hs.,Admin,16/6/2020,25,"2,90%",,DOCUMENT
1296,eventos meteorológicos,viento, Meteorología emitió advertencia amarilla para el este y norte del país,"Se esper an tormentas algunas puntualmente fuertes con luvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,29,"3,30%",,DOCUMENT
1297,eventos meteorológicos,viento, Meteorología emitió advertencia amarilla por vientos fuertes,EL VIENTO QUE TODO EMPUJA,Admin,16/6/2020,5,"0,50%",,DOCUMENT
1298,eventos meteorológicos,tormenta, Meteorología emitió una advertencia amarilla para el norte y centro del país,"Meteor ología emitió una advertencia amarilla par a 13 departamentos, del norte, centr o y este. Se esper an lluvias intensas y tormentas puntualmente fuertes.",Admin,16/6/2020,25,"3,00%",,DOCUMENT
1299,eventos meteorológicos,lluvia, Meteorología emitió una advertencia amarilla para el norte y centro del país,"Meteor ología emitió una advertencia amarilla par a 13 departamentos, del norte, centr o y este. Se esper an lluvias intensas y tormentas puntualmente fuertes.",Admin,16/6/2020,25,"3,00%",,DOCUMENT
1300,eventos meteorológicos,viento, Meteorología emitió una advertencia amarilla para el norte y centro del país,"El instituto nacional de Meteor ología emitió una advertencia amarilla par a el norte del país por tormentas fuertes y lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,41,"5,00%",,DOCUMENT
1301,eventos meteorológicos,tormenta, Meteorología emitió una advertencia amarilla para once departamentos del norte y este del país,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana.",Admin,16/6/2020,40,"3,30%",,DOCUMENT
1302,eventos meteorológicos,lluvia, Meteorología emitió una advertencia amarilla para once departamentos del norte y este del país,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana.",Admin,16/6/2020,40,"3,30%",,DOCUMENT
1303,eventos meteorológicos,viento, Meteorología emitió una advertencia amarilla para once departamentos del norte y este del país,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana.",Admin,16/6/2020,40,"3,30%",,DOCUMENT
1304,eventos meteorológicos,tormenta, Meteorología emitió una advertencia naranja para el litoral oeste,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes.",Admin,16/6/2020,30,"3,30%",,DOCUMENT
1305,eventos meteorológicos,lluvia, Meteorología emitió una advertencia naranja para el litoral oeste,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes.",Admin,16/6/2020,30,"3,30%",,DOCUMENT
1306,eventos meteorológicos,viento, Meteorología emitió una advertencia naranja para el litoral oeste,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes.",Admin,16/6/2020,30,"3,30%",,DOCUMENT
1307,eventos meteorológicos,tormenta, Meteorología emitió una advertencia naranja para el norte del país por lluvias y tormentas,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-para-el-norte-del-pais-por-lluvias-y-tormentas-uc693586 1 / 1 1,Admin,16/6/2020,24,"1,90%",,DOCUMENT
1308,eventos meteorológicos,lluvia, Meteorología emitió una advertencia naranja para el norte del país por lluvias y tormentas,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-para-el-norte-del-pais-por-lluvias-y-tormentas-uc693586 1 / 1 1,Admin,16/6/2020,24,"1,90%",,DOCUMENT
1309,eventos meteorológicos,viento, Meteorología emitió una advertencia naranja para el norte del país por lluvias y tormentas,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja par a 6 departamentos del norte del país, por lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,41,"3,20%",,DOCUMENT
1310,eventos meteorológicos,tormenta, Meteorología emitió una advertencia naranja por tormentas,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-por-tormentas-uc697802 1 / 1 1,Admin,16/6/2020,17,"1,40%",,DOCUMENT
1311,eventos meteorológicos,lluvia, Meteorología emitió una advertencia naranja por tormentas,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por tormentas, algunas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,38,"3,20%",,DOCUMENT
1312,eventos meteorológicos,viento, Meteorología emitió una advertencia naranja por tormentas,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por tormentas, algunas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,38,"3,20%",,DOCUMENT
1313,eventos meteorológicos,tormenta, Meteorología emitió una advertencia naranja por tormentas,Ta lindo  el ma pa pi n t o n  a qui en  maldo n a do ubo  mucha tormenta el ectrica,Admin,16/6/2020,22,"1,90%",,DOCUMENT
1314,eventos meteorológicos,tormenta, Meteorología mantiene advertencia amarilla para el norte del país,"El Instituto Nacional de Meteor ología pr e vé tormentas, algunas puntualmente fuertes, par a Artigas, River a y Salto.",Admin,16/6/2020,20,"2,10%",,DOCUMENT
1315,eventos meteorológicos,lluvia, Meteorología mantiene advertencia amarilla para el norte del país,"Se esper an tormentas con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,25,"2,60%",,DOCUMENT
1316,eventos meteorológicos,viento, Meteorología mantiene advertencia amarilla para el norte del país,"Se esper an tormentas con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,25,"2,60%",,DOCUMENT
1317,eventos meteorológicos,lluvia, Meteorología prevé alternancia de lluvias y buen tiempo para los próximos diez días,? https://www .montevideo.com.uy/Noticias/Meteorologia-preve-alternancia-de-lluvias-y-buen-tiempo-para-los-proximos-diez-dias-uc698022 1 / 1 1,Admin,16/6/2020,23,"2,40%",,DOCUMENT
1318,eventos meteorológicos,lluvia, Meteorología prevé importantes acumulados de lluvias entre jueves y viernes,? https://www .montevideo.com.uy/Noticias/Meteorologia-preve-importantes-acumulados-de-lluvias-entre-jueves-y-viernes-uc704669 1 / 12,Admin,16/6/2020,19,"1,50%",,DOCUMENT
1319,eventos meteorológicos,tormenta, Meteorología prevé importantes acumulados de lluvias entre jueves y viernes,"INUMET, a partir de la madrugada del jue ves se esper a el desarr ollo de tormentas puntualmente fuertes acompañadas de lluviosas en distintas zonas del país.",Admin,16/6/2020,27,"2,10%",,DOCUMENT
