,CATEGORIA,TEXTO
500,tormenta,"En Artigas, Salto, Rivera, Tacuarembó y Cerro Largo, se señala que una ""masa aire cálida, húmeda e inestable continúa interaccionando con frente frío que se desplaza lentamente del Suroeste al Norte"" lo que favorece que continúen desarrollándose tormentas, acompañadas de ""precipitaciones copiosas (50 - 80 mm en 6 hs.), intensa actividad eléctrica, caída de granizo y rachas de viento muy fuerte entre 75 - 100 km/h""."
501,viento,"En Artigas, Salto, Rivera, Tacuarembó y Cerro Largo, se señala que una ""masa aire cálida, húmeda e inestable continúa interaccionando con frente frío que se desplaza lentamente del Suroeste al Norte"" lo que favorece que continúen desarrollándose tormentas, acompañadas de ""precipitaciones copiosas (50 - 80 mm en 6 hs.), intensa actividad eléctrica, caída de granizo y rachas de viento muy fuerte entre 75 - 100 km/h""."
502,viento,"Por lo tanto para esta parte del país se esperan precipitaciones abundantes, rachas de viento de entre 75 y 120 kilómetros por hora, intensa actividad eléctrica y ocasional caída de granizo."
503,tormenta,"Por lo tanto para esta parte del país se esperan precipitaciones abundantes, rachas de viento de entre 75 y 120 kilómetros por hora, intensa actividad eléctrica y ocasional caída de granizo."
504,tormenta,"-100 mm), ocasionales granizadas, rachas de viento del SW entre 75 - 120 km/h, e intensa actividad eléctrica."
505,viento,"-100 mm), ocasionales granizadas, rachas de viento del SW entre 75 - 120 km/h, e intensa actividad eléctrica."
506,lluvia,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes"
507,viento,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes."
508,tormenta,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes."
509,tormenta,"Montevideo y la zona metropolitana se espera cielo cubierto, precipitaciones y probables tormentas aisladas. Habrá rachas de viento y temperaturas entre los 18 de mínima y 23 de máxima."
510,lluvia,"Montevideo y la zona metropolitana se espera cielo cubierto, precipitaciones y probables tormentas aisladas. Habrá rachas de viento y temperaturas entre los 18 de mínima y 23 de máxima."
511,viento,VIDEO | Ráfagas de viento en Salto
512,tormenta,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas"
513,viento,"Maldonado, tras los fuertes vientos registrados entre el miércoles y jueves en todo el país. Mientras que los desplazados en"
514,viento,"Según indica en su informe, esto puede estar acompañado de rachas de viento fuertes en la zona sur lo que podría incrementarse el martes 26. Junto a esto se espera un aumento del oleaje en el Río de la Plata y el Mar territorial uruguayo."
515,lluvia,"“Se inundó alguna zona pero ya está bajando el agua y no hay afectaciones graves que lamentar”, dijo el secretario general de la Intendencia de Maldonado,"
516,lluvia,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró."
517,lluvia,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas"
518,tornado,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza."
519,tormenta,"Según informó la Intendencia de Maldonado, 15 camiones trabajan en la zona apoyados por cuatro máquinas. Mientras, técnicos de las direcciones municipales de Obras, Higiene y Vivienda trabajan en la zona para asistir a los afectados."
520,lluvia,Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY desplazadas en Maldonado y Rocha retornaron a hogare
521,tormenta,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae"
522,lluvia,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae)"
523,lluvia,"Asimismo, permanecen cortadas las rutas 3, 6, 11, 46, 61 y 82"
524,viento,"Asimismo, permanecen cortadas las rutas 3, 6, 11, 46, 61 y 82."
525,lluvia,"Canelones, Maldonado y Rocha, informa Sinae."
526,lluvia,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.)"
527,viento,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.)."
528,tormenta,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.)."
529,lluvia,SINAE recuerda algunas recomendaciones para el retorno seguro a las viviendas luego de la inundación:
530,viento,? grandes destrozos
531,viento,"Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY 8 personas evacuadas en Canelones y varios semáforos caídos en Montevideo."
532,tormenta,"De acuerdo a las últimas comunicaciones del Sistema Nacional de Emergencias y Bomberos, habría un muerto a causa del temporal, 8 evacuados de Canelones y 1 ruta cortada. En la noche, Bomberos recibió 400 llamado"
533,viento,"Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY © 2020 | Ecos. Todos los derechos reservados."
534,tormenta,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo"
535,viento,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo."
536,lluvia,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo."
537,tornado,"El Sistema Nacional de Emergencia (Sinae) emitió esta mañana los datos preliminares del Comité Departamental de Emergencia (CDE), tras el fenómeno meteorológico que afectó principalmente la ciudad de San Carlos, pero también"
538,viento,"Asimismo, se constataron daños severos en viviendas y dependencias municipales, árboles caídos y tendido eléctrico."
539,tornado,"“Esta situación es como un viento muy fuerte pero desde la vertical a la superficie, no estamos acostumbrados a ver que el viento venga desde arriba, y cuando llega al piso es muy intenso”, dijo Renom."
540,viento,"“Esta situación es como un viento muy fuerte pero desde la vertical a la superficie, no estamos acostumbrados a ver que el viento venga desde arriba, y cuando llega al piso es muy intenso”, dijo Renom."
541,lluvia,"Desde el Sistema Nacional de Emergencia (Sinae) se lamenta ""un nuevo fallecimiento de una persona al intentar cruzar una zona inundada""."
542,ola de frío,"Desde el Penitente y Villa Serr ana, usuarios y sitios meteor ológicos r eportar on este fenómeno como nie ve. ""Nie ve me zclada con lluvia cayó en el departamento de Lavalleja. El año pasado, en la gr an ola de frío, la misma ár ea r egistr ó caída de nie ve"", asegur ó el servicio meteor ológico Metsul, de Br asil."
543,tormenta,? https://www .montevideo.com.uy/Noticias/1 12-evacuados-y-danos-en-viviendas-es-el-saldo-de-las-tormentas-de-las-ultimas-horas-uc704881 1 / 12
544,lluvia,"Las fuertes lluvias y tormentas que se r egistr ar on el jue ves y en la madrugada del viernes causar on la e vacuación de 112 personas y daños en viviendas, arbolado y tendido eléctrico, informó el Sistema Nacional de Emer gencia (Sinae)."
545,viento,"El alcalde informó que las tar eas de r emoción de la ar ena comenzar on el domingo, cuando el viento comenzó a amainar, y culminar on el lunes."
546,tormenta,"Allí, se esper an lluvias, algunas intensas y formación de tormentas aisladas, con ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
547,lluvia,"Allí, se esper an lluvias, algunas intensas y formación de tormentas aisladas, con ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
548,viento,"Allí, se esper an lluvias, algunas intensas y formación de tormentas aisladas, con ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
549,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-amarilla-por-tormentas-fuertes-para-el-suroeste-del-pais-uc702592 1 / 1 1
550,lluvia,"Las tormentas afectar án a localidades de cuatr o departamentos, con la posibilidad de lluvias intensas y actividad eléctrica."
551,viento,"""Cabe destacar que en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"", indicó el Inumet."
552,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-Amarilla-por-tormentas-fuertes-para-Montevideo-y-parte-de-Florida-Lavalleja-Maldonado-y … 1 / 1 1
553,lluvia,"Podr án r egistr arse lluvias intensas en cortos períodos, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
554,viento,"Podr án r egistr arse lluvias intensas en cortos períodos, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
555,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-amarilla-por-tormentas-para-Montevideo-Canelones-y-parte-de-Maldonado-uc705996 1 / 12
556,lluvia,El Inumet advirtió sobr e la posibilidad de que se r egistr en “lluvias intensas” y actividad eléctrica.
557,tormenta,"Amarillo por persistencia de tormentas y lluvias, que estar á vigente hasta las 23:15 del jue ves."
558,lluvia,"Amarillo por persistencia de tormentas y lluvias, que estar á vigente hasta las 23:15 del jue ves."
559,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-meteorologica-de-distintos-niveles-para-buena-parte-del-pais-por-tormentas-fuertes-uc693 … 1 / 12
560,lluvia,"Debido a una perturbación atmosférica asociada a masa de air e húmeda e inestable que afecta el país, pueden gener arse tormentas, algunas puntualmente fuertes. En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
561,viento,"Debido a una perturbación atmosférica asociada a masa de air e húmeda e inestable que afecta el país, pueden gener arse tormentas, algunas puntualmente fuertes. En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
562,tormenta,"La situación se debe a que una perturbación atmosférica asociada a masa de air e húmeda e inestable, gener ando pr ecipitaciones y tormentas fuertes algunas puntualmente se ver as."
563,viento,"En zonas de tormentas se podr án r egistr ar caída de gr anizo, intensa actividad eléctrica y r achas de viento muy fuertes."
564,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-naranja-para-el-suroeste-por-tormentas-y-amarilla-para-varios-departamentos-uc696124 1 / 1 1
565,lluvia,"Se esper an tormentas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
566,viento,"Se esper an tormentas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
567,tormenta,"El Instituto Nacional de Meteor ología r edujo la advertencia nar anja a tr es departamentos del norte, por tormentas y vientos fuertes."
568,tormenta,? https://www .montevideo.com.uy/Noticias/Advertencia-por-tormentas-fuertes-y-precipitaciones-intensas-para-el-fin-de-semana-uc696008 1 / 12
569,lluvia,Inumet pr e vé que el tiempo desmejor e el sábado de tar de y que a partir de la noche se pr oduzcan lluvias y tormentas fuertes.
570,tormenta,? https://www .montevideo.com.uy/Noticias/Advierten-sobre-tormentas-fuertes-y-vientos-con-caracteristicas-de-temporal-para-este-fin-de-semana- … 1 / 12
571,lluvia,"El Inumet advierte que, por la mañana y la tar de, en el norte, se esper an lluvias y temper atur as, que r ondar án los 15 º C y 23 º C, mientr as que par a el sur se esper an los mismos fenómenos, per o por la tar de y la noche."
572,lluvia,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-casi-todo-el-territorio-nacional-por-persistencia-de-lluvias-uc692432 1 / 13
573,tormenta,El Inumet advirtió que en algunas zonas de tormentas se puede r egistr ar caída de gr anizo e intensa actividad eléctrica.
574,tormenta,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-el-suroeste-del-pais-por-lluvias-y-tormentas-uc701265 1 / 1 1 S E   PO N E   N E G R O   C O M O   L A   N O C H E
575,lluvia,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-el-suroeste-del-pais-por-lluvias-y-tormentas-uc701265 1 / 1 1 S E   PO N E   N E G R O   C O M O   L A   N O C H E
576,viento,"En las zonas de tormentas se podr án r egistr ar lluvias intensas en cortos periodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuerte."
577,tormenta,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-por-tormentas-y-lluvias-intensas-al-noroeste-uc702041 1 / 1 1
578,lluvia,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-por-tormentas-y-lluvias-intensas-al-noroeste-uc702041 1 / 1 1
579,viento,"Se esper an tormentas algunas puntualmente fuertes y lluvias intensas en cortos períodos de tiempo, con ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
580,lluvia,Meteor ología actualizó su advertencia amarilla por lluvias intensas en cortos períodos y r achas de vientos fuertes de hasta 60 kilómetr os por hor a.
581,viento,ESTE FUERTE VIENTO QUE SOPLA
582,tormenta,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-por-tormentas-y-lluvias-en-el-suroeste-del-pais-uc704705 1 / 12
583,lluvia,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-por-tormentas-y-lluvias-en-el-suroeste-del-pais-uc704705 1 / 12
584,viento,"Según informa el Instituto uruguayo de Meteor ología (Inumet), una masa de air e húmeda e inestable afecta el país, gener ando tormentas algunas puntualmente fuertes. El pr onóstico destaca que en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
585,tormenta,Meteor ología r edujo la advertencia nar anja por lluvias y tormentas fuertes a once departamentos del norte y el este del país.
586,lluvia,Meteor ología r edujo la advertencia nar anja por lluvias y tormentas fuertes a once departamentos del norte y el este del país.
587,tormenta,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-Inumet-advierte-por-lluvias-y-tormentas-en-nueve-departamentos-uc696946 1 / 1 1
588,lluvia,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-Inumet-advierte-por-lluvias-y-tormentas-en-nueve-departamentos-uc696946 1 / 1 1
589,tormenta,? https://www .montevideo.com.uy/Noticias/Anuncian-lluvias-y-tormentas-para-este-fin-de-semana-en-todo-el-pais-uc696603 1 / 12
590,lluvia,? https://www .montevideo.com.uy/Noticias/Anuncian-lluvias-y-tormentas-para-este-fin-de-semana-en-todo-el-pais-uc696603 1 / 12
591,tormenta,Tormenta en Montevideo . Foto de ar chivo: EFE
592,tormenta,? https://www .montevideo.com.uy/Noticias/Canelones-y-Cerro-Largo-fueron-los-departamentos-mas-afectados-por-las-tormentas-uc689465 1 / 1 1
593,lluvia,"Centr o Coor dinador de Emer gencias Departamentales de Cerr o Lar go informó que 2 adultos y 6 menor es de edad que debier on ser e vacuados de sus casas pr oducto de las lluvias. Además, el viento pr o vocó daños en el techo de una vivienda."
594,viento,"Centr o Coor dinador de Emer gencias Departamentales de Cerr o Lar go informó que 2 adultos y 6 menor es de edad que debier on ser e vacuados de sus casas pr oducto de las lluvias. Además, el viento pr o vocó daños en el techo de una vivienda."
595,tormenta,"La cantidad de desplazados en todo el país por las tormentas ascendió a 175 en todo el país, de acuer do al último r eporte del Sistema Nacional de Emer gencias (Sinae)."
596,tormenta,? https://www .montevideo.com.uy/Noticias/Continua-advertencia-meteorologica-para-buena-parte-del-pais-por-tormentas-y-lluvias-uc704461 1 / 12
597,lluvia,? https://www .montevideo.com.uy/Noticias/Continua-advertencia-meteorologica-para-buena-parte-del-pais-por-tormentas-y-lluvias-uc704461 1 / 12
598,tormenta,"Des pu és   del   h u r a c á n   qu e  a z o t ó   M o n t e vi deo   en   s et i embr e  de  2 0 0 5 ,   l o s   met eo r ó l o go s   n o   s e  r ec u per a r o n .   C a r ga n   c o n   en o r mes s en t i mi en t o s   de  c u l pa   po r qu e  n o   pu di er o n   pr o n o s t i c a r l o .   N u n c a   s e  h a bí a   vi s t o   a l go   i gu a l ,   y   a   pa r t i r   de  a h í   empi e z a   t o do   es t o   de  l a s naranjas, qu e de va r i o s  M i l es, só l o  u n a  s a l e tormenta"
599,tormenta,El riesgo de tormentas fuertes se disipa y ahor a hay advertencia amarilla par a siete departamentos.
600,lluvia,"Par a las zonas que están en advertencia por tormentas (que tiene vigencia hasta las 15:20 hor as), el aviso es que pueden r egistr arse lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
601,viento,"Par a las zonas que están en advertencia por tormentas (que tiene vigencia hasta las 15:20 hor as), el aviso es que pueden r egistr arse lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
602,tormenta,"En definitiva, están bajo alerta nar anja por tormentas y lluvias las siguientes localidades:"
603,lluvia,"En definitiva, están bajo alerta nar anja por tormentas y lluvias las siguientes localidades:"
604,tormenta,? https://www .montevideo.com.uy/Noticias/El-Ano-Nuevo-llega-con-lluvias-tormentas-y-altas-temperaturas-uc706182 1 / 12
605,lluvia,? https://www .montevideo.com.uy/Noticias/El-Ano-Nuevo-llega-con-lluvias-tormentas-y-altas-temperaturas-uc706182 1 / 12
606,viento,"El Instituto de Meteor ología anunció que en la mañana del martes 1 de ener o, en el ár ea metr opolitana, habr á pr ecipitaciones y pr obables tormentas, con r achas de viento de hasta 40 kilómetr os por hor a. De noche tendr emos pr ecipitaciones aisladas, con una máxima de 32 gr ados y una mínima de 19 gr ados."
607,tormenta,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por vientos fuertes y tormentas, gr anizo y actividad eléctrica. T ambién rige una advertencia amarilla."
608,tormenta,El SINAE r ealizó una serie de r ecomendaciones ante la advertencia por tormentas y lluvias que afecta a todo el país y canalizar los r eclamos en caso de emer gencia por el 911.
609,lluvia,El SINAE r ealizó una serie de r ecomendaciones ante la advertencia por tormentas y lluvias que afecta a todo el país y canalizar los r eclamos en caso de emer gencia por el 911.
610,viento,"T ambién cuidar a los animales domésticos, dejarlos en lugar es pr otegidos, r eir ar del entorno (jar dines, balcones, etc.) objetos que puedan ser impulsados por el viento y tr ansformarse en pr o yectiles, cerr ar y asegur ar puertas y ventanas e xterior es. Evitar permanecer cer ca de ellas y si es necesario, r efugiarse en la habitación más pr otegida de la vivienda."
611,lluvia,? https://www .montevideo.com.uy/Noticias/El-suroeste-y-el-centro-del-pais-se-mantienen-bajo-alerta-naranja-por-lluvias-uc704740 1 / 1 1
612,tormenta,"Dos alertas de nivel nar anja por lluvias y tormentas rigen al mismo tiempo en el centr o y el sur oeste del país, según el último r eporte del Instituto Uruguayo de Meteor ología (Inumet). Monte video y varias otr as zonas del país se mantienen en nivel amarillo."
613,lluvia,? https://www .montevideo.com.uy/Noticias/Esta-semana-estara-nuboso-y-con-lluvias-a-partir-del-miercoles--uc689080 1 / 1 1
614,lluvia,? https://www .montevideo.com.uy/Noticias/Esta-semana-estara-nuboso-y-con-lluvias-a-partir-del-miercoles--uc689080 1 / 1 1
615,viento,"VIENTO, DILE A LA LLUVIA"
616,tormenta,"A partir del miér coles habr á pr ecipitaciones y tormentas aisladas en todo el país, que permanecer án hasta el sábado."
617,tormenta,Se esper a cielo nuboso y cubierto con pr ecipitaciones y tormentas aisladas en todo el país. Las temper atur as mínimas ser á de entr e 18 y 20º y las máximas de entr e 27 y 33º.
618,lluvia,En el Este el viernes estar á nuboso y cubierto con pr ecipitaciones que comenzar án en la tar de y continuar án hasta la noche del sábado. Par a el domingo no se esper an lluvias. La temper atur a dur ante todo el fin de semana ir á de los 12 a los
619,tormenta,"En el sur oeste habr á pr ecipitaciones y tormentas desde la mañana del viernes hasta el domingo, con temper atur as de entr e 12 y 22º."
620,lluvia,"Salvo en la mañana del sábado en el este del país, no se esper an lluvias par a el fin de semana. Las temper atur as mínimas ir án entr e los 10 y los 14º, mientr as que las máximas se ubicar án entr e los 22 y los 26º."
621,lluvia,El Instituto Nacional de Meteor ología pr e vé cielo nuboso y lluvias par a este fin de semana en casi todo el país. Las temper atur as mínimas se ubicar án entr e los 10 y los 14º y las máximas entr e 19 y 22º.
622,viento,"En el ár ea metr opolitana, el viernes estar á con cielo nuboso y cubierto con baja pr obabilidad de pr ecipitaciones y temper atur as entr e los 11 y los 19º. El sábado habr á cielo nuboso con pr ecipitaciones hacia la tar de y r achas de viento que podrían alcanzar los 50 kilómetr os por hor a. Así se mantendr á hasta el domingo, con temper atur as que van de los 12 a los 21º."
623,tormenta,Negr o con mínimas de entr e 11 y 13 y máximas de entr e 20 y 22º. El sábado se esper an lluvias y tormentas en la mañana y mejor ar á en la tar de. El domingo estar á nuboso y cubierto con neblinas y temper atur as entr e los  10 y 22º.
624,lluvia,? https://www .montevideo.com.uy/Noticias/Habra-lluvias-y-rachas-de-viento-fuerte-en-todo-el-pais-uc691307 1 / 13
625,viento,? https://www .montevideo.com.uy/Noticias/Habra-lluvias-y-rachas-de-viento-fuerte-en-todo-el-pais-uc691307 1 / 13
626,tormenta,Los tanques fuer on diseñados par a r ecibir el e x ceso de caudal de lluvia que no pueda ser conducido en el pico de una tormenta por el sistema de dr enaje de las difer entes ár eas.
627,viento,ESTE FUERTE VIENTO QUE SOPLARÁ
628,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-advirtio-sobre-tormentas-fuertes-durante-el-fin-de-semana-uc696813 1 / 1 1 ¿ P R I M A V E R A ?   C E R O
629,lluvia,"Según el Inumet, el fenómeno del fin de semana incluir á ""intensa actividad eléctrica"", además de gr anizo, r achas de viento fuertes y lluvias intensas en cortos períodos de tiempo."
630,viento,"Según el Inumet, el fenómeno del fin de semana incluir á ""intensa actividad eléctrica"", además de gr anizo, r achas de viento fuertes y lluvias intensas en cortos períodos de tiempo."
631,tormenta,El Instituto Nacional de Meteor ología emitió una advertencia amarilla par a el norte del país por tormentas.
632,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-emitio-advertencias-naranja-y-amarilla-por-tormentas-fuertes-uc697801 1 / 12
633,lluvia,"El or ganismo indica que ""en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes""."
634,viento,"El or ganismo indica que ""en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes""."
635,tormenta,Día de tormenta en Montevideo . Foto: Manuel Lino/ Montevideo Portal
636,tormenta,"Los departamentos de Artigas, Paysandú, Río Negr o y Salto son los afectados por la advertencia del servicio meteor ológico por posibles tormentas y pr ecipitaciones."
637,tormenta,Inumet emitió una advertencia de color nar anja por pr ecipitaciones y tormentas par a la totalidad de los departamento de
638,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-emitio-una-alerta-roja-por-tormenta-para-el-suroeste-del-pais-uc696152 1 / 13
639,tormenta,"José y Soriano. Allí se esper an ""tormentas se ver as""."
640,lluvia,"""En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"", señala la advertencia, que rige hasta las 22:00 hor as."
641,viento,"""En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes"", señala la advertencia, que rige hasta las 22:00 hor as."
642,tormenta,Inumet actualizó las alertas por tormentas y pr ecipitaciones y e xpandió el ár ea que está bajo advertencia de color nar anja.
643,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-a-todo-el-litoral-la-alerta-naranja-por-tormentas-uc695704 1 / 13
644,lluvia,"En las zonas incluidas en las advertencias, ""se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes""."
645,viento,"En las zonas incluidas en las advertencias, ""se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes""."
646,tormenta,"El Instituto Nacional de Meteor ología e xtendió este mediodía la advertencia nar anja que ahor a afecta a todo el país, por tormentas fuertes, gr anizo y actividad eléctrica."
647,viento,"En zonas de tormentas se podr án r egistr ar caída de gr anizo, intensa actividad eléctrica y r achas de viento muy fuertes."
648,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-la-alerta-amarilla-por-tormentas-fuertes-y-lluvias-intensas-hasta-este-domingo-uc7013 … 1 / 1 1 ¿ T O D O   E S T Á   S E C O   E N   B U E N O S   A I R E S ?
649,lluvia,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-la-alerta-amarilla-por-tormentas-fuertes-y-lluvias-intensas-hasta-este-domingo-uc7013 … 1 / 1 1 ¿ T O D O   E S T Á   S E C O   E N   B U E N O S   A I R E S ?
650,viento,"En las zonas afectadas se pueden r egistr ar lluvias intensas en cortos periodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
651,tormenta,Hay 16 departamentos que están bajo advertencia amarilla por persistencia de lluvias y tormentas.
652,lluvia,Hay 16 departamentos que están bajo advertencia amarilla por persistencia de lluvias y tormentas.
653,lluvia,? https://www .montevideo.com.uy/Noticias/Inumet-no-espera-lluvias-hasta-la-noche-del-sabado-aunque-empeora-los-dias-siguientes-uc695933 1 / 12
654,tormenta,En rea l i dad a l guien  puede t o mar en  s e r i o  l o s  pronó s t i c o s  de I n n u met ? Yo sigo a la antigu a  c o mo nos en s eñ a r o n  n u estros abu elos qu e nunca le erraba n  dedito al vi ento o si duel en los hues o s  s egu r o  h a y  l l u via y tormenta.
655,tormenta,"Los departamentos de Artigas, River a, Salto y T acuar embó están bajo advertencia por persistencia de tormentas y lluvias."
656,lluvia,"Los departamentos de Artigas, River a, Salto y T acuar embó están bajo advertencia por persistencia de tormentas y lluvias."
657,tormenta,"Entr e este jue ves y el viernes se esper an lluvias y tormentas en todo el país, que se ir án desplazando desde el litor al sur oeste hacia el nor este del país. Par a el sábado, aun se esper an lluvias per o escasas, principalmente al sur del río Negr o."
658,lluvia,"Entr e este jue ves y el viernes se esper an lluvias y tormentas en todo el país, que se ir án desplazando desde el litor al sur oeste hacia el nor este del país. Par a el sábado, aun se esper an lluvias per o escasas, principalmente al sur del río Negr o."
659,tormenta,"Pronostica pa r a  mañ a n a  y  el fi n  de s ema n a .  A y er había da do aler t a  a marilla pa r a  el norte u r u guayo mi entras la CNN pr o n o s t i c ó pa r a  el sur de Brasil, Urugu a y  y  h a s t a  el pa r a guay fu ertes  l l u vias, tormenta y vi entos mu y  fuer t es, algo  que s egún es c u c h o  en las noticias, al men o s   en   n u es t r o   pa í s   a c er t ó   mi en t r a s   n u e va men t e  el   I n u met   qu edó   . . ."
660,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-pronostico-lluvias-y-tormentas-fuertes-para-el-fin-de-semana-uc696688 1 / 7
661,lluvia,? https://www .montevideo.com.uy/Noticias/Inumet-pronostico-lluvias-y-tormentas-fuertes-para-el-fin-de-semana-uc696688 1 / 7
662,tormenta,Día de tormenta en Montevideo . Foto: Mahuel Lino/ Montevideo Portal (Ar chivo)
